"Land";"Hamburg"
"Hamburg, Freie und Hansestadt";"02000";"Ostalbkreis";"08136";"90";"60";"30";"80";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Baden-Baden, Stadt";"08211";"60";"30";"30";"50";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Karlsruhe, Stadt";"08212";"370";"260";"120";"300";"80";"10"
"Hamburg, Freie und Hansestadt";"02000";"Karlsruhe";"08215";"150";"80";"60";"110";"40";"0"
"Hamburg, Freie und Hansestadt";"02000";"Rastatt";"08216";"50";"30";"20";"30";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Heidelberg, Stadt";"08221";"220";"130";"90";"180";"50";"0"
"Hamburg, Freie und Hansestadt";"02000";"Mannheim, Universitätsstadt";"08222";"460";"290";"170";"390";"70";"0"
"Hamburg, Freie und Hansestadt";"02000";"Neckar-Odenwald-Kreis";"08225";"10";"10";"10";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Rhein-Neckar-Kreis";"08226";"240";"140";"100";"190";"50";"0"
"Hamburg, Freie und Hansestadt";"02000";"Pforzheim, Stadt";"08231";"90";"60";"40";"90";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Calw";"08235";"30";"20";"10";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Enzkreis";"08236";"30";"20";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Freudenstadt";"08237";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Freiburg im Breisgau, Stadt";"08311";"220";"120";"100";"170";"50";"0"
"Hamburg, Freie und Hansestadt";"02000";"Breisgau-Hochschwarzwald";"08315";"150";"130";"30";"120";"30";"10"
"Hamburg, Freie und Hansestadt";"02000";"Emmendingen";"08316";"20";"10";"10";"10";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Ortenaukreis";"08317";"140";"90";"50";"120";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Rottweil";"08325";"20";"10";"10";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Schwarzwald-Baar-Kreis";"08326";"40";"30";"10";"30";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Tuttlingen";"08327";"40";"30";"10";"30";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Konstanz";"08335";"100";"40";"50";"80";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Lörrach";"08336";"120";"60";"70";"100";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Waldshut";"08337";"30";"20";"10";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Reutlingen";"08415";"100";"60";"40";"80";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Tübingen";"08416";"70";"40";"30";"60";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Zollernalbkreis";"08417";"50";"30";"20";"40";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Ulm, Universitätsstadt";"08421";"220";"130";"90";"190";"30";"0"
"Hamburg, Freie und Hansestadt";"02000";"Alb-Donau-Kreis";"08425";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Biberach";"08426";"100";"80";"20";"80";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Bodenseekreis";"08435";"100";"70";"30";"90";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Ravensburg";"08436";"70";"50";"20";"60";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Sigmaringen";"08437";"20";"10";"10";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Ingolstadt, Stadt";"09161";"90";"60";"20";"70";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"München, Landeshauptstadt";"09162";"5040";"2860";"2170";"4270";"760";"40"
"Hamburg, Freie und Hansestadt";"02000";"Rosenheim, Stadt";"09163";"20";"20";"10";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Altötting";"09171";"30";"30";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Berchtesgadener Land";"09172";"40";"30";"10";"40";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Bad Tölz-Wolfratshausen";"09173";"50";"40";"10";"40";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Dachau";"09174";"30";"20";"10";"30";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Ebersberg";"09175";"40";"30";"10";"30";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Eichstätt";"09176";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Erding";"09177";"30";"20";"0";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Freising";"09178";"400";"200";"200";"340";"60";"0"
"Hamburg, Freie und Hansestadt";"02000";"Fürstenfeldbruck";"09179";"90";"70";"30";"70";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Garmisch-Partenkirchen";"09180";"20";"10";"10";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Landsberg am Lech";"09181";"20";"10";"10";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Miesbach";"09182";"50";"20";"20";"40";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Mühldorf aInn";"09183";"20";"10";"0";"10";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"München";"09184";"1030";"700";"330";"880";"150";"0"
"Hamburg, Freie und Hansestadt";"02000";"Neuburg-Schrobenhausen";"09185";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Pfaffenhofen adIlm";"09186";"60";"50";"10";"50";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Rosenheim";"09187";"70";"40";"40";"60";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Starnberg";"09188";"160";"70";"90";"140";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Traunstein";"09189";"40";"30";"10";"30";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Weilheim-Schongau";"09190";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Übrige Kreise (Regierungsbezirk)";"092xx";"30";"20";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Landshut, Stadt";"09261";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Passau, Stadt";"09262";"30";"20";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Deggendorf";"09271";"20";"20";"0";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Kelheim";"09273";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Landshut";"09274";"20";"20";"0";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Passau";"09275";"20";"10";"10";"10";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Rottal-Inn";"09277";"20";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Übrige Kreise (Regierungsbezirk)";"093xx";"30";"20";"10";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Regensburg, Stadt";"09362";"60";"40";"20";"50";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Weiden idOPf, Stadt";"09363";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Amberg-Sulzbach";"09371";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Neumarkt idOPf";"09373";"40";"20";"20";"40";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Neustadt adWaldnaab";"09374";"20";"20";"0";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Regensburg";"09375";"20";"20";"0";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Schwandorf";"09376";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Übrige Kreise (Regierungsbezirk)";"094xx";"40";"30";"10";"30";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Bamberg, Stadt";"09461";"40";"20";"10";"30";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Bayreuth, Stadt";"09462";"50";"20";"20";"40";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Coburg, Stadt";"09463";"20";"10";"10";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Hof, Stadt";"09464";"10";"10";"10";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Hof";"09475";"20";"10";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Kulmbach";"09477";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Wunsiedel iFichtelgebirge";"09479";"10";"0";"10";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Übrige Kreise (Regierungsbezirk)";"095xx";"20";"10";"10";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Ansbach, Stadt";"09561";"10";"10";"10";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Erlangen, Stadt";"09562";"100";"70";"30";"80";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Fürth, Stadt";"09563";"40";"30";"10";"30";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Nürnberg, Stadt";"09564";"520";"350";"170";"380";"140";"0"
"Hamburg, Freie und Hansestadt";"02000";"Schwabach, Stadt";"09565";"20";"10";"10";"10";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Ansbach";"09571";"50";"40";"10";"40";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Erlangen-Höchstadt";"09572";"80";"50";"40";"70";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Fürth";"09573";"30";"10";"20";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Nürnberger Land";"09574";"50";"30";"20";"40";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Roth";"09576";"20";"20";"0";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Übrige Kreise (Regierungsbezirk)";"096xx";"10";"10";"10";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Aschaffenburg, Stadt";"09661";"50";"30";"20";"40";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Schweinfurt, Stadt";"09662";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Würzburg, Stadt";"09663";"80";"50";"30";"60";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Aschaffenburg";"09671";"70";"40";"30";"60";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Bad Kissingen";"09672";"20";"10";"10";"10";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Kitzingen";"09675";"30";"10";"20";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Miltenberg";"09676";"50";"30";"20";"40";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Main-Spessart";"09677";"20";"10";"10";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Schweinfurt";"09678";"10";"10";"0";"10";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Würzburg";"09679";"60";"30";"30";"50";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Augsburg, Stadt";"09761";"370";"270";"100";"300";"70";"0"
"Hamburg, Freie und Hansestadt";"02000";"Kaufbeuren, Stadt";"09762";"40";"30";"0";"0";"30";"0"
"Hamburg, Freie und Hansestadt";"02000";"Kempten (Allgäu), Stadt";"09763";"60";"40";"20";"60";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Memmingen, Stadt";"09764";"10";"10";"10";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Aichach-Friedberg";"09771";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Augsburg";"09772";"70";"50";"20";"50";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Dillingen adDonau";"09773";"20";"10";"0";"10";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Günzburg";"09774";"40";"30";"20";"40";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Neu-Ulm";"09775";"40";"30";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Lindau (Bodensee)";"09776";"20";"10";"10";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Ostallgäu";"09777";"30";"20";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Unterallgäu";"09778";"20";"10";"0";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Donau-Ries";"09779";"30";"30";"0";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Oberallgäu";"09780";"40";"20";"20";"30";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Übrige Kreise (Regierungsbezirk)";"100xx";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Regionalverband Saarbrücken";"10041";"130";"80";"50";"100";"40";"0"
"Hamburg, Freie und Hansestadt";"02000";"Merzig-Wadern";"10042";"20";"10";"10";"10";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Saarlouis";"10044";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Saarpfalz-Kreis";"10045";"40";"30";"10";"30";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Berlin, Stadt";"11000";"9650";"5720";"3930";"7300";"2350";"80"
"Hamburg, Freie und Hansestadt";"02000";"Übrige Kreise (Regierungsbezirk)";"120xx";"10";"0";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Brandenburg an der Havel, Stadt";"12051";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Cottbus, Stadt";"12052";"30";"20";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Frankfurt (Oder), Stadt";"12053";"50";"30";"20";"20";"30";"0"
"Hamburg, Freie und Hansestadt";"02000";"Potsdam, Stadt";"12054";"190";"110";"90";"170";"30";"0"
"Hamburg, Freie und Hansestadt";"02000";"Barnim";"12060";"60";"50";"10";"40";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Dahme-Spreewald";"12061";"170";"130";"40";"110";"60";"0"
"Hamburg, Freie und Hansestadt";"02000";"Havelland";"12063";"70";"40";"30";"40";"30";"0"
"Hamburg, Freie und Hansestadt";"02000";"Märkisch-Oderland";"12064";"60";"30";"30";"40";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Oberhavel";"12065";"90";"50";"40";"60";"30";"0"
"Hamburg, Freie und Hansestadt";"02000";"Oberspreewald-Lausitz";"12066";"10";"10";"10";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Oder-Spree";"12067";"100";"70";"30";"70";"40";"0"
"Hamburg, Freie und Hansestadt";"02000";"Ostprignitz-Ruppin";"12068";"20";"10";"10";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Potsdam-Mittelmark";"12069";"90";"50";"40";"60";"30";"0"
"Hamburg, Freie und Hansestadt";"02000";"Prignitz";"12070";"40";"30";"10";"40";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Spree-Neiße";"12071";"30";"20";"10";"10";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Teltow-Fläming";"12072";"120";"90";"30";"70";"50";"0"
"Hamburg, Freie und Hansestadt";"02000";"Uckermark";"12073";"50";"30";"20";"40";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Rostock, Hanse- und Universitätsstadt";"13003";"300";"200";"100";"230";"70";"10"
"Hamburg, Freie und Hansestadt";"02000";"Schwerin, Landeshauptstadt";"13004";"300";"170";"130";"230";"70";"0"
"Hamburg, Freie und Hansestadt";"02000";"Mecklenburgische Seenplatte";"13071";"150";"100";"50";"120";"20";"10"
"Hamburg, Freie und Hansestadt";"02000";"Landkreis Rostock";"13072";"200";"140";"70";"150";"50";"0"
"Hamburg, Freie und Hansestadt";"02000";"Vorpommern-Rügen";"13073";"140";"90";"50";"120";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Nordwestmecklenburg";"13074";"220";"150";"70";"170";"50";"10"
"Hamburg, Freie und Hansestadt";"02000";"Vorpommern-Greifswald";"13075";"150";"100";"50";"120";"30";"10"
"Hamburg, Freie und Hansestadt";"02000";"Ludwigslust-Parchim";"13076";"530";"370";"160";"450";"90";"10"
"Hamburg, Freie und Hansestadt";"02000";"Übrige Kreise (Regierungsbezirk)";"140xx";"10";"0";"10";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Chemnitz, Stadt";"14511";"100";"40";"60";"70";"30";"0"
"Hamburg, Freie und Hansestadt";"02000";"Erzgebirgskreis";"14521";"20";"10";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Mittelsachsen";"14522";"40";"30";"10";"40";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Vogtlandkreis";"14523";"30";"20";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Zwickau";"14524";"30";"20";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Dresden, Stadt";"14612";"230";"150";"70";"180";"50";"0"
"Hamburg, Freie und Hansestadt";"02000";"Bautzen";"14625";"30";"30";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Görlitz";"14626";"40";"30";"20";"10";"40";"0"
"Hamburg, Freie und Hansestadt";"02000";"Meißen";"14627";"20";"20";"0";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Leipzig, Stadt";"14713";"380";"250";"130";"280";"100";"10"
"Hamburg, Freie und Hansestadt";"02000";"Leipzig";"14729";"20";"20";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Nordsachsen";"14730";"40";"40";"10";"40";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Übrige Kreise (Regierungsbezirk)";"150xx";"0";"0";"0";"0";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Dessau-Roßlau, Stadt";"15001";"10";"10";"10";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Halle (Saale), Stadt";"15002";"100";"60";"30";"80";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Magdeburg, Landeshauptstadt";"15003";"110";"60";"40";"70";"30";"0"
"Hamburg, Freie und Hansestadt";"02000";"Altmarkkreis Salzwedel";"15081";"50";"40";"10";"30";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Anhalt-Bitterfeld";"15082";"20";"20";"10";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Börde";"15083";"30";"30";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Burgenlandkreis";"15084";"20";"10";"10";"10";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Harz";"15085";"30";"20";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Jerichower Land";"15086";"10";"10";"10";"10";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Saalekreis";"15088";"50";"40";"10";"30";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Salzlandkreis";"15089";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Stendal";"15090";"30";"30";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Wittenberg";"15091";"20";"10";"10";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Übrige Kreise (Regierungsbezirk)";"160xx";"50";"30";"20";"40";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Erfurt, Stadt";"16051";"110";"70";"40";"90";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Gera, Stadt";"16052";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Jena, Stadt";"16053";"60";"30";"30";"50";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Weimar, Stadt";"16055";"30";"20";"10";"20";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Eichsfeld";"16061";"30";"30";"10";"10";"20";"0"
"Hamburg, Freie und Hansestadt";"02000";"Nordhausen";"16062";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Wartburgkreis";"16063";"20";"20";"0";"20";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Schmalkalden-Meiningen";"16066";"10";"10";"0";"10";"10";"0"
"Hamburg, Freie und Hansestadt";"02000";"Gotha";"16067";"10";"10";"0";"10";"0";"0"
"Hamburg, Freie und Hansestadt";"02000";"Ilm-Kreis";"16070";"30";"30";"0";"20";"10";"0"
""
"Exportdatum: ";"15072024";"23:9:24"
"© Statistik der Bundesagentur für Arbeit"
"Die Produkte unterliegen dem Urheberrecht (siehe Impressum: https://statistikarbeitsagenturde/DE/Home/Service/Impressum/impressum_nodehtml) Daten und Tabellen dürfen uneingeschränkt verwendet werden Informationen dürfen (auch auszugsweise) gespeichert und mit Quellenangabe weitergegeben, vervielfältigt und verbreitet werden Die Inhalte dürfen nicht verändert oder verfälscht werden Eigene Berechnungen sind erlaubt, jedoch als solche kenntlich zu machen Im Fall einer Veröffentlichung im Internet soll dies mit einer Verlinkung auf die Homepage der Statistik der Bundesagentur für Arbeit (https://statistikarbeitsagenturde/) erfolgen"
